Year,Deaths,Cases,Summary Interval,N,Median Obs,Median Rel,Observed,Expected,Relative,SE Obs,SE Rel,Obs Cum CIs Lower,Obs Cum CIs Upper,Rel Cum CIs Lower,Rel Cum CIs Upper,Specified COD,Other CODs,SE Specified COD,SE Other CODs,Specified COD Cum CI Lower,Specified COD Cum CI Upper,Other CODs Cum CI Lower,Other CODs Cum CI Upper,interval,b,a
1991,101,1280,2,1249,.,.,91.809,97.073,94.578,0.777,0.801,90.144,93.204,92.768,95.945,5.375,2.815,0.792,0.016,3.968,7.076,2.784,2.847,3,0.0292700000000001,0.05264
1991,101,1280,3,1249,.,.,90.439,96.114,94.095,0.834,0.867,88.667,91.947,92.137,95.578,5.841,3.720,0.855,0.023,4.320,7.674,3.674,3.765,4,0.03886,0.0567500000000001
1991,101,1280,4,1249,.,.,88.825,95.148,93.355,0.893,0.939,86.940,90.453,91.247,94.968,6.550,4.626,0.921,0.031,4.900,8.513,4.565,4.687,5,0.04852,0.0632299999999999
1991,101,1280,5,1249,.,.,87.532,94.170,92.951,0.937,0.995,85.566,89.248,90.720,94.662,6.931,5.536,0.973,0.040,5.188,9.001,5.459,5.614,6,0.0583,0.0663800000000001
1991,101,1280,6,1249,.,.,86.481,93.161,92.829,0.970,1.041,84.452,88.264,90.485,94.613,7.046,6.473,1.014,0.049,5.232,9.207,6.378,6.570,7,0.06839,0.0668000000000001
1991,101,1280,7,1249,.,.,85.348,92.147,92.622,1.003,1.089,83.257,87.199,90.165,94.484,7.238,7.414,1.056,0.058,5.351,9.491,7.300,7.529,8,0.0785299999999999,0.0679900000000001
1991,101,1280,8,1249,.,.,84.297,91.096,92.536,1.033,1.134,82.151,86.206,89.968,94.467,7.317,8.387,1.095,0.069,5.365,9.656,8.252,8.522,9,0.08904,0.0679900000000001
1991,101,1280,9,1249,.,.,82.841,89.995,92.050,1.070,1.189,80.625,84.827,89.363,94.080,7.757,9.403,1.142,0.080,5.715,10.190,9.246,9.561,10,0.10005,0.0715400000000001
1991,101,1280,10,1249,.,.,81.869,88.850,92.050,1.094,1.189,79.610,83.903,89.363,94.080,7.757,10.374,1.177,0.093,5.659,10.271,10.194,10.557,11,0.1115,0.06981
1991,101,1280,11,1249,.,.,80.162,87.658,91.449,1.133,1.292,77.832,82.276,88.528,93.653,8.286,11.551,1.226,0.106,6.092,10.896,11.345,11.760,12,0.12342,0.07496
1991,101,1280,12,1249,.,.,79.102,86.481,91.449,1.155,1.292,76.730,81.262,88.528,93.653,8.286,12.612,1.261,0.119,6.036,10.976,12.379,12.847,13,0.13519,0.0737899999999999
1991,101,1280,13,1249,.,.,77.792,85.303,91.195,1.182,1.385,75.371,80.007,88.045,93.545,8.504,13.704,1.300,0.133,6.185,11.275,13.444,13.967,14,0.14697,0.07511
1991,101,1280,14,1249,.,.,76.314,84.077,90.768,1.209,1.439,73.843,78.587,87.504,93.212,8.866,14.820,1.340,0.148,6.470,11.717,14.530,15.112,15,0.15923,0.07763
1991,101,1280,15,1249,.,.,74.753,82.914,90.157,1.237,1.491,72.232,77.082,86.790,92.703,9.375,15.872,1.379,0.163,6.900,12.299,15.554,16.193,16,0.17086,0.08161
1991,101,1280,16,1249,.,.,74.174,81.746,90.157,1.246,1.491,71.636,76.523,86.790,92.703,9.375,16.451,1.404,0.178,6.859,12.356,16.103,16.802,17,0.18254,0.0757199999999999
1991,101,1280,17,1249,.,.,72.506,80.524,90.043,1.273,1.581,69.920,74.911,86.450,92.724,9.461,18.033,1.443,0.195,6.878,12.528,17.653,18.416,18,0.19476,0.08018
1991,101,1280,18,1249,.,.,71.163,79.343,89.689,1.293,1.629,68.541,73.610,85.990,92.455,9.744,19.093,1.477,0.211,7.098,12.878,18.682,19.508,19,0.20657,0.0818000000000001
1991,101,1280,19,1249,.,.,69.895,78.190,89.391,1.311,1.676,67.242,72.379,85.587,92.237,9.979,20.126,1.508,0.227,7.274,13.177,19.683,20.573,20,0.2181,0.08295
1991,101,1280,20,1249,.,.,69.130,77.030,89.391,1.321,1.676,66.459,71.636,85.587,92.237,9.979,20.891,1.535,0.244,7.231,13.238,20.415,21.371,21,0.2297,0.0790000000000001
1991,101,1280,21,1249,.,.,67.423,75.805,88.943,1.342,1.771,64.714,69.975,84.919,91.944,10.317,22.260,1.570,0.262,7.501,13.644,21.748,22.775,22,0.24195,0.0838200000000001
1991,101,1280,22,1249,.,.,66.305,74.584,88.901,1.355,1.817,63.573,68.885,84.758,91.971,10.349,23.346,1.600,0.281,7.484,13.742,22.798,23.898,23,0.25416,0.08279
1991,101,1280,23,1249,.,.,64.649,73.373,88.109,1.374,1.872,61.885,67.268,83.870,91.292,10.934,24.417,1.632,0.299,7.997,14.382,23.832,25.006,24,0.26627,0.08724
1991,101,1280,24,1249,.,.,63.494,72.113,88.047,1.386,1.922,60.708,66.140,83.682,91.305,10.980,25.527,1.662,0.319,7.992,14.494,24.903,26.155,25,0.27887,0.08619
1991,101,1280,25,1249,.,.,.,70.749,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,0.29251,
1991,101,1280,26,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
1991,101,1280,27,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
1991,101,1280,28,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
1991,101,1280,29,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
1991,101,1280,30,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
1991,101,1280,31,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
1991,101,1280,32,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
1991,101,1280,33,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
1991,101,1280,34,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
1991,101,1280,35,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
1991,101,1280,36,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
1991,101,1280,37,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
1991,101,1280,38,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
1991,101,1280,39,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
1991,101,1280,40,1249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
1992,101,1409,0,1376,.,.,93.891,98.997,94.842,0.646,0.652,92.490,95.038,93.397,95.978,5.132,0.977,0.649,0.003,3.963,6.510,0.971,0.984,1,0.01003,0.05106
1992,101,1409,1,1376,.,.,91.996,98.157,93.724,0.732,0.746,90.432,93.314,92.086,95.032,6.234,1.769,0.740,0.009,4.891,7.794,1.752,1.787,2,0.01843,0.06161
1992,101,1409,2,1376,.,.,90.682,97.322,93.177,0.784,0.806,89.019,92.105,91.409,94.592,6.769,2.549,0.798,0.015,5.317,8.447,2.520,2.579,3,0.02678,0.0664
1992,101,1409,3,1376,.,.,89.440,96.448,92.734,0.829,0.860,87.692,90.953,90.848,94.244,7.198,3.362,0.849,0.022,5.652,8.982,3.320,3.405,4,0.0355200000000001,0.07008
1992,101,1409,4,1376,.,.,87.832,95.562,91.912,0.882,0.923,85.984,89.452,89.895,93.540,7.988,4.180,0.909,0.029,6.327,9.888,4.124,4.237,5,0.04438,0.0773
1992,101,1409,5,1376,.,.,86.882,94.677,91.767,0.911,0.963,84.979,88.560,89.659,93.460,8.126,4.993,0.945,0.036,6.401,10.103,4.922,5.065,6,0.0532299999999999,0.07795
1992,101,1409,6,1376,.,.,86.003,93.770,91.717,0.937,0.999,84.053,87.733,89.522,93.469,8.172,5.824,0.978,0.045,6.391,10.222,5.738,5.912,7,0.0623,0.07767
1992,101,1409,7,1376,.,.,85.271,92.833,91.717,0.957,0.999,83.283,87.041,89.522,93.469,8.172,6.557,1.006,0.053,6.344,10.286,6.453,6.662,8,0.07167,0.07562
1992,101,1409,8,1376,.,.,84.392,91.853,91.717,0.980,0.999,82.361,86.209,89.522,93.469,8.172,7.436,1.038,0.063,6.291,10.357,7.314,7.559,9,0.0814700000000001,0.07461
1992,101,1409,9,1376,.,.,83.366,90.826,91.717,1.006,0.999,81.287,85.235,89.522,93.469,8.172,8.462,1.073,0.073,6.233,10.435,8.320,8.605,10,0.0917400000000001,0.0746
1992,101,1409,10,1376,.,.,82.117,89.755,91.490,1.035,1.154,79.983,84.047,88.921,93.486,8.373,9.510,1.111,0.084,6.365,10.719,9.346,9.674,11,0.10245,0.0763799999999999
1992,101,1409,11,1376,.,.,80.569,88.680,90.854,1.070,1.206,78.371,82.568,88.178,92.948,8.941,10.490,1.154,0.095,6.848,11.369,10.305,10.677,12,0.1132,0.08111
1992,101,1409,12,1376,.,.,79.902,87.629,90.854,1.084,1.206,77.679,81.931,88.178,92.948,8.941,11.156,1.179,0.106,6.806,11.425,10.949,11.366,13,0.12371,0.07727
1992,101,1409,13,1376,.,.,78.492,86.494,90.748,1.112,1.285,76.217,80.578,87.878,92.966,9.030,12.478,1.218,0.119,6.828,11.598,12.246,12.713,14,0.13506,0.08002
1992,101,1409,14,1376,.,.,77.302,85.350,90.570,1.134,1.329,74.986,79.434,87.598,92.859,9.182,13.516,1.251,0.132,6.922,11.822,13.258,13.776,15,0.1465,0.0804799999999999
1992,101,1409,15,1376,.,.,76.330,84.213,90.570,1.151,1.329,73.982,78.498,87.598,92.859,9.182,14.487,1.281,0.146,6.873,11.889,14.203,14.774,16,0.15787,0.07883
1992,101,1409,16,1376,.,.,75.053,83.012,90.412,1.173,1.413,72.666,77.266,87.233,92.832,9.314,15.633,1.315,0.160,6.945,12.094,15.321,15.948,17,0.16988,0.07959
1992,101,1409,17,1376,.,.,73.470,81.816,89.799,1.198,1.464,71.037,75.735,86.519,92.317,9.819,16.711,1.352,0.175,7.376,12.668,16.369,17.056,18,0.18184,0.08346
1992,101,1409,18,1376,.,.,72.259,80.633,89.615,1.216,1.508,69.793,74.561,86.232,92.204,9.969,17.773,1.383,0.190,7.470,12.883,17.401,18.147,19,0.19367,0.08374
1992,101,1409,19,1376,.,.,71.650,79.408,89.615,1.225,1.508,69.169,73.970,86.232,92.204,9.969,18.381,1.408,0.206,7.429,12.939,17.978,18.787,20,0.20592,0.07758
1992,101,1409,20,1376,.,.,70.807,78.157,89.615,1.236,1.508,68.305,73.152,86.232,92.204,9.969,19.224,1.435,0.223,7.384,13.002,18.788,19.664,21,0.21843,0.0734999999999999
1992,101,1409,21,1376,.,.,69.181,76.867,89.615,1.258,1.508,66.641,71.571,86.232,92.204,9.969,20.850,1.471,0.241,7.326,13.081,20.379,21.325,22,0.23133,0.0768600000000001
1992,101,1409,22,1376,.,.,67.615,75.575,89.468,1.277,1.690,65.040,70.046,85.623,92.330,10.056,22.329,1.504,0.260,7.355,13.242,21.822,22.840,23,0.24425,0.0796000000000001
1992,101,1409,23,1376,.,.,66.815,74.265,89.468,1.287,1.690,64.223,69.267,85.623,92.330,10.056,23.129,1.532,0.279,7.309,13.306,22.585,23.677,24,0.25735,0.0745
1992,101,1409,24,1376,.,.,65.690,72.898,89.468,1.334,1.690,63.005,68.232,85.623,92.330,10.056,24.255,1.592,0.299,7.212,13.443,23.670,24.843,25,0.27102,0.07208
1992,101,1409,25,1376,.,.,.,72.587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,0.27413,
1992,101,1409,26,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
1992,101,1409,27,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
1992,101,1409,28,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
1992,101,1409,29,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
1992,101,1409,30,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
1992,101,1409,31,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
1992,101,1409,32,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
1992,101,1409,33,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
1992,101,1409,34,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
1992,101,1409,35,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
1992,101,1409,36,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
1992,101,1409,37,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
1992,101,1409,38,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
1992,101,1409,39,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
1992,101,1409,40,1376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
1993,120,1364,0,1339,.,.,93.871,98.886,94.929,0.656,0.663,92.447,95.034,93.454,96.078,5.043,1.086,0.659,0.004,3.859,6.447,1.078,1.093,1,0.01114,0.05015
1993,120,1364,1,1339,.,.,92.300,97.998,94.185,0.729,0.744,90.737,93.608,92.536,95.479,5.775,1.925,0.738,0.010,4.445,7.340,1.906,1.944,2,0.02002,0.0569800000000001
1993,120,1364,2,1339,.,.,91.252,97.109,93.969,0.773,0.796,89.607,92.648,92.199,95.348,5.986,2.762,0.788,0.016,4.569,7.659,2.731,2.794,3,0.0289100000000001,0.05857
1993,120,1364,3,1339,.,.,89.530,96.204,93.063,0.837,0.870,87.763,91.055,91.140,94.581,6.861,3.608,0.858,0.023,5.308,8.673,3.563,3.654,4,0.0379600000000001,0.0667399999999999
1993,120,1364,4,1339,.,.,88.782,95.271,93.063,0.863,0.870,86.966,90.359,91.140,94.581,6.861,4.357,0.891,0.031,5.253,8.748,4.297,4.417,5,0.04729,0.06489
1993,120,1364,5,1339,.,.,87.508,94.277,92.820,0.904,0.959,85.615,89.168,90.685,94.481,7.090,5.401,0.940,0.039,5.396,9.082,5.325,5.479,6,0.05723,0.0676900000000001
1993,120,1364,6,1339,.,.,86.307,93.253,92.552,0.940,1.008,84.346,88.040,90.304,94.296,7.342,6.351,0.984,0.048,5.569,9.427,6.257,6.446,7,0.06747,0.06946
1993,120,1364,7,1339,.,.,85.255,92.210,92.458,0.970,1.052,83.239,87.048,90.104,94.270,7.429,7.316,1.023,0.058,5.591,9.599,7.203,7.430,8,0.0779000000000001,0.06955
1993,120,1364,8,1339,.,.,84.052,91.124,92.240,1.002,1.099,81.977,85.910,89.774,94.130,7.629,8.319,1.064,0.068,5.718,9.887,8.185,8.453,9,0.0887600000000001,0.0707199999999999
1993,120,1364,9,1339,.,.,82.697,90.039,91.846,1.035,1.150,80.558,84.623,89.270,93.825,7.986,9.317,1.106,0.079,5.996,10.331,9.163,9.473,10,0.09961,0.07342
1993,120,1364,10,1339,.,.,81.639,88.997,91.733,1.060,1.191,79.455,83.615,89.057,93.777,8.087,10.273,1.141,0.090,6.038,10.507,10.098,10.451,11,0.11003,0.07358
1993,120,1364,11,1339,.,.,80.730,87.954,91.733,1.080,1.191,78.508,82.747,89.057,93.777,8.087,11.183,1.171,0.101,5.989,10.577,10.986,11.383,12,0.12046,0.0722399999999999
1993,120,1364,12,1339,.,.,79.588,86.864,91.623,1.105,1.272,77.322,81.655,88.746,93.791,8.182,12.230,1.206,0.113,6.025,10.748,12.009,12.453,13,0.13136,0.0727600000000001
1993,120,1364,13,1339,.,.,77.908,85.781,90.822,1.138,1.326,75.581,80.044,87.845,93.099,8.874,13.218,1.248,0.126,6.627,11.515,12.973,13.465,14,0.14219,0.0787300000000001
1993,120,1364,14,1339,.,.,76.912,84.722,90.781,1.156,1.365,74.551,79.086,87.707,93.116,8.909,14.179,1.278,0.138,6.612,11.617,13.910,14.451,15,0.15278,0.0780999999999999
1993,120,1364,15,1339,.,.,75.602,83.597,90.437,1.179,1.411,73.199,77.824,87.262,92.853,9.199,15.199,1.312,0.151,6.837,11.976,14.903,15.497,16,0.16403,0.0799499999999999
1993,120,1364,16,1339,.,.,74.442,82.475,90.260,1.199,1.453,72.003,76.704,86.984,92.745,9.346,16.212,1.344,0.165,6.929,12.190,15.890,16.538,17,0.17525,0.08033
1993,120,1364,17,1339,.,.,73.509,81.306,90.260,1.214,1.453,71.043,75.802,86.984,92.745,9.346,17.145,1.372,0.180,6.882,12.255,16.793,17.500,18,0.18694,0.07797
1993,120,1364,18,1339,.,.,72.490,80.062,90.260,1.229,1.453,69.996,74.815,86.984,92.745,9.346,18.164,1.403,0.196,6.832,12.325,17.781,18.551,19,0.19938,0.07572
1993,120,1364,19,1339,.,.,70.746,78.737,89.851,1.255,1.593,68.206,73.125,86.236,92.558,9.665,19.589,1.442,0.214,7.077,12.722,19.171,20.011,20,0.21263,0.07991
1993,120,1364,20,1339,.,.,69.868,77.372,89.851,1.267,1.593,67.306,72.272,86.236,92.558,9.665,20.467,1.472,0.233,7.028,12.792,20.012,20.926,21,0.22628,0.0750400000000001
1993,120,1364,21,1339,.,.,68.498,76.002,89.851,1.285,1.593,65.904,70.940,86.236,92.558,9.665,21.837,1.507,0.253,6.972,12.871,21.344,22.335,22,0.23998,0.0750399999999999
1993,120,1364,22,1339,.,.,66.534,74.607,89.179,1.309,1.754,63.897,69.028,85.183,92.147,10.161,23.305,1.546,0.273,7.389,13.439,22.771,23.842,23,0.25393,0.0807299999999999
1993,120,1364,23,1339,.,.,.,73.180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,0.2682,
1993,120,1364,24,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
1993,120,1364,25,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
1993,120,1364,26,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
1993,120,1364,27,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
1993,120,1364,28,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
1993,120,1364,29,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
1993,120,1364,30,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
1993,120,1364,31,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
1993,120,1364,32,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
1993,120,1364,33,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
1993,120,1364,34,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
1993,120,1364,35,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
1993,120,1364,36,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
1993,120,1364,37,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
1993,120,1364,38,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
1993,120,1364,39,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
1993,120,1364,40,1339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
1994,107,1493,0,1464,.,.,96.309,99.075,97.208,0.493,0.498,95.208,97.161,96.045,98.033,2.779,0.912,0.495,0.002,1.926,3.876,0.907,0.916,1,0.00924999999999997,0.0276600000000001
1994,107,1493,1,1464,.,.,93.913,98.205,95.629,0.625,0.637,92.561,95.026,94.191,96.718,4.336,1.751,0.631,0.007,3.216,5.696,1.737,1.764,2,0.01795,0.04292
1994,107,1493,2,1464,.,.,92.266,97.347,94.780,0.699,0.718,90.774,93.526,93.173,96.017,5.166,2.567,0.710,0.012,3.897,6.683,2.544,2.591,3,0.0265300000000001,0.0508099999999999
1994,107,1493,3,1464,.,.,91.027,96.503,94.325,0.748,0.775,89.442,92.384,92.592,95.663,5.607,3.366,0.764,0.018,4.238,7.237,3.331,3.401,4,0.03497,0.05476
1994,107,1493,4,1464,.,.,89.715,95.631,93.814,0.795,0.832,88.040,91.167,91.959,95.252,6.099,4.186,0.817,0.024,4.631,7.836,4.139,4.234,5,0.04369,0.05916
1994,107,1493,5,1464,.,.,88.470,94.744,93.379,0.837,0.883,86.717,90.006,91.412,94.908,6.513,5.017,0.865,0.031,4.957,8.348,4.956,5.077,6,0.05256,0.06274
1994,107,1493,6,1464,.,.,87.571,93.843,93.316,0.865,0.921,85.765,89.162,91.255,94.905,6.572,5.857,0.899,0.038,4.958,8.485,5.782,5.932,7,0.06157,0.0627200000000001
1994,107,1493,7,1464,.,.,85.837,92.915,92.383,0.914,0.984,83.938,87.529,90.202,94.094,7.443,6.719,0.955,0.046,5.716,9.460,6.629,6.810,8,0.0708499999999999,0.07078
1994,107,1493,8,1464,.,.,84.517,91.986,91.880,0.949,1.032,82.553,86.279,89.599,93.678,7.908,7.575,0.997,0.054,6.100,10.008,7.469,7.681,9,0.08014,0.0746900000000001
1994,107,1493,9,1464,.,.,83.612,91.022,91.859,0.972,1.068,81.606,85.420,89.490,93.713,7.928,8.460,1.028,0.063,6.068,10.096,8.337,8.585,10,0.0897799999999999,0.0741000000000001
1994,107,1493,10,1464,.,.,82.774,90.063,91.859,0.992,1.068,80.730,84.622,89.490,93.713,7.928,9.299,1.057,0.072,6.021,10.161,9.157,9.441,11,0.09937,0.07289
1994,107,1493,11,1464,.,.,81.301,89.038,91.310,1.025,1.151,79.195,83.216,88.755,93.307,8.419,10.281,1.098,0.083,6.431,10.733,10.119,10.443,12,0.10962,0.07737
1994,107,1493,12,1464,.,.,80.386,88.012,91.310,1.044,1.151,78.245,82.342,88.755,93.307,8.419,11.195,1.127,0.093,6.383,10.799,11.013,11.378,13,0.11988,0.0762600000000001
1994,107,1493,13,1464,.,.,79.471,86.974,91.310,1.063,1.151,77.295,81.464,88.755,93.307,8.419,12.111,1.156,0.104,6.336,10.864,11.907,12.316,14,0.13026,0.07503
1994,107,1493,14,1464,.,.,77.989,85.945,90.743,1.091,1.269,75.761,80.040,87.914,92.937,8.908,13.103,1.193,0.115,6.751,11.423,12.878,13.330,15,0.14055,0.0795599999999999
1994,107,1493,15,1464,.,.,76.928,84.925,90.583,1.110,1.307,74.664,79.018,87.665,92.838,9.045,14.027,1.222,0.127,6.836,11.623,13.780,14.277,16,0.15075,0.07997
1994,107,1493,16,1464,.,.,75.787,83.857,90.376,1.130,1.347,73.488,77.917,87.367,92.698,9.219,14.994,1.252,0.139,6.956,11.861,14.722,15.268,17,0.16143,0.0806999999999999
1994,107,1493,17,1464,.,.,74.852,82.784,90.376,1.145,1.347,72.525,77.015,87.367,92.698,9.219,15.928,1.280,0.152,6.911,11.922,15.632,16.228,18,0.17216,0.07932
1994,107,1493,18,1464,.,.,74.199,81.685,90.376,1.156,1.347,71.852,76.383,87.367,92.698,9.219,16.582,1.303,0.165,6.873,11.975,16.259,16.907,19,0.18315,0.07486
1994,107,1493,19,1464,.,.,72.878,80.534,90.376,1.176,1.347,70.493,75.105,87.367,92.698,9.219,17.903,1.335,0.180,6.820,12.049,17.551,18.257,20,0.19466,0.0765600000000001
1994,107,1493,20,1464,.,.,71.314,79.324,89.902,1.199,1.512,68.887,73.589,86.494,92.487,9.592,19.094,1.371,0.195,7.123,12.490,18.713,19.479,21,0.20676,0.0801000000000001
1994,107,1493,21,1464,.,.,69.950,78.140,89.519,1.219,1.560,67.487,72.265,86.008,92.188,9.893,20.157,1.403,0.211,7.363,12.855,19.745,20.572,22,0.2186,0.0819
1994,107,1493,22,1464,.,.,.,76.898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,0.23102,
1994,107,1493,23,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,,
1994,107,1493,24,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,,
1994,107,1493,25,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,,
1994,107,1493,26,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,,
1994,107,1493,27,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,,
1994,107,1493,28,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,,
1994,107,1493,29,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,,
1994,107,1493,30,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,,
1994,107,1493,31,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,,
1994,107,1493,32,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,,
1994,107,1493,33,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,,
1994,107,1493,34,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,,
1994,107,1493,35,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,,
1994,107,1493,36,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,,
1994,107,1493,37,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,,
1994,107,1493,38,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,,
1994,107,1493,39,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,,
1994,107,1493,40,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,,
1995,92,1562,0,1529,.,.,95.419,99.103,96.283,0.535,0.540,94.245,96.358,95.063,97.205,3.701,0.881,0.537,0.002,2.749,4.860,0.876,0.885,1,0.00897000000000006,0.03684
1995,92,1562,1,1529,.,.,93.649,98.345,95.225,0.624,0.635,92.306,94.765,93.811,96.323,4.745,1.606,0.630,0.007,3.616,6.089,1.593,1.619,2,0.01655,0.04696
1995,92,1562,2,1529,.,.,92.467,97.568,94.772,0.675,0.692,91.026,93.685,93.230,95.971,5.188,2.345,0.686,0.011,3.957,6.649,2.322,2.367,3,0.02432,0.05101
1995,92,1562,3,1529,.,.,91.809,96.787,94.772,0.702,0.692,90.318,93.080,93.230,95.971,5.188,3.003,0.718,0.017,3.906,6.722,2.970,3.035,4,0.0321299999999999,0.0497800000000001
1995,92,1562,4,1529,.,.,91.151,95.963,94.772,0.727,0.692,89.612,92.472,93.230,95.971,5.188,3.661,0.748,0.022,3.857,6.793,3.617,3.704,5,0.0403700000000001,0.04812
1995,92,1562,5,1529,.,.,90.098,95.116,94.724,0.765,0.804,88.487,91.494,92.897,96.091,5.232,4.671,0.791,0.028,3.830,6.936,4.615,4.726,6,0.04884,0.05018
1995,92,1562,6,1529,.,.,88.912,94.230,94.357,0.804,0.854,87.227,90.387,92.420,95.810,5.580,5.508,0.836,0.035,4.096,7.377,5.440,5.577,7,0.0577,0.05318
