Year,Deaths,Cases,Summary Interval,N,Median Obs,Median Rel,Observed,Expected,Relative,SE Obs,SE Rel,Obs Cum CIs Lower,Obs Cum CIs Upper,Rel Cum CIs Lower,Rel Cum CIs Upper,Specified COD,Other CODs,SE Specified COD,SE Other CODs,Specified COD Cum CI Lower,Specified COD Cum CI Upper,Other CODs Cum CI Lower,Other CODs Cum CI Upper,interval,b,a
0,4860,92925,0,90898,37.65,.,96.276,99.081,97.170,0.064,0.064,96.149,96.399,97.041,97.293,2.817,0.906,0.064,0.000,2.694,2.945,0.906,0.907,1,0.00918999999999997,0.0280500000000001
0,4860,92925,1,90898,37.65,.,94.798,98.233,96.503,0.076,0.077,94.648,94.944,96.349,96.651,3.475,1.727,0.076,0.001,3.327,3.627,1.726,1.729,2,0.01767,0.03435
0,4860,92925,2,90898,37.65,.,93.641,97.366,96.174,0.084,0.086,93.475,93.803,96.001,96.339,3.797,2.562,0.085,0.002,3.632,3.966,2.559,2.565,3,0.02634,0.0372499999999999
0,4860,92925,3,90898,37.65,.,92.450,96.471,95.831,0.092,0.095,92.267,92.628,95.640,96.014,4.129,3.421,0.094,0.002,3.947,4.316,3.417,3.426,4,0.03529,0.04021
0,4860,92925,4,90898,37.65,.,91.266,95.547,95.519,0.100,0.104,91.068,91.459,95.310,95.719,4.429,4.305,0.103,0.003,4.231,4.633,4.299,4.311,5,0.04453,0.0428099999999999
0,4860,92925,5,90898,37.65,.,90.165,94.599,95.313,0.107,0.113,89.953,90.373,95.086,95.529,4.625,5.210,0.110,0.004,4.412,4.845,5.202,5.218,6,0.05401,0.04434
0,4860,92925,6,90898,37.65,.,89.028,93.626,95.089,0.114,0.122,88.802,89.250,94.844,95.322,4.836,6.136,0.119,0.005,4.607,5.072,6.126,6.146,7,0.06374,0.04598
0,4860,92925,7,90898,37.65,.,87.897,92.634,94.887,0.121,0.131,87.657,88.133,94.624,95.137,5.024,7.079,0.127,0.006,4.780,5.276,7.067,7.091,8,0.07366,0.04737
0,4860,92925,8,90898,37.65,.,86.764,91.618,94.702,0.129,0.140,86.510,87.014,94.420,94.970,5.194,8.042,0.135,0.007,4.935,5.463,8.028,8.056,9,0.0838200000000001,0.04854
0,4860,92925,9,90898,37.65,.,85.574,90.580,94.473,0.136,0.150,85.304,85.838,94.171,94.760,5.402,9.024,0.143,0.009,5.126,5.688,9.007,9.041,10,0.0942,0.05006
0,4860,92925,10,90898,37.65,.,84.441,89.523,94.323,0.143,0.160,84.158,84.720,94.000,94.629,5.538,10.021,0.152,0.010,5.245,5.841,10.002,10.041,11,0.10477,0.0508199999999999
0,4860,92925,11,90898,37.65,.,83.291,88.452,94.165,0.151,0.171,82.993,83.585,93.822,94.491,5.678,11.031,0.161,0.011,5.369,5.998,11.008,11.053,12,0.11548,0.05161
0,4860,92925,12,90898,37.65,.,82.144,87.365,94.024,0.158,0.181,81.831,82.453,93.658,94.369,5.802,12.053,0.169,0.013,5.476,6.141,12.028,12.079,13,0.12635,0.0522099999999999
0,4860,92925,13,90898,37.65,.,80.949,86.260,93.843,0.166,0.193,80.621,81.273,93.454,94.211,5.959,13.092,0.179,0.015,5.615,6.316,13.063,13.121,14,0.1374,0.0531100000000001
0,4860,92925,14,90898,37.65,.,79.688,85.138,93.599,0.175,0.205,79.343,80.029,93.184,93.990,6.169,14.143,0.189,0.017,5.806,6.546,14.111,14.176,15,0.14862,0.0545
0,4860,92925,15,90898,37.65,.,78.498,83.996,93.454,0.183,0.218,78.136,78.854,93.013,93.868,6.291,15.211,0.199,0.019,5.910,6.688,15.175,15.248,16,0.16004,0.0549799999999999
0,4860,92925,16,90898,37.65,.,77.385,82.834,93.422,0.191,0.230,77.008,77.756,92.955,93.859,6.318,16.297,0.208,0.021,5.919,6.734,16.257,16.338,17,0.17166,0.05449
0,4860,92925,17,90898,37.65,.,76.117,81.652,93.222,0.200,0.245,75.723,76.506,92.725,93.685,6.483,17.400,0.219,0.023,6.063,6.920,17.355,17.445,18,0.18348,0.05535
0,4860,92925,18,90898,37.65,.,74.934,80.449,93.144,0.208,0.259,74.523,75.339,92.618,93.634,6.545,18.521,0.229,0.025,6.106,7.004,18.471,18.571,19,0.19551,0.05515
0,4860,92925,19,90898,37.65,.,73.846,79.218,93.144,0.216,0.259,73.419,74.267,92.618,93.634,6.545,19.609,0.239,0.028,6.087,7.025,19.554,19.664,20,0.20782,0.05372
0,4860,92925,20,90898,37.65,.,72.732,77.965,93.144,0.225,0.259,72.289,73.170,92.618,93.634,6.545,20.722,0.250,0.031,6.067,7.047,20.662,20.783,21,0.22035,0.05233
0,4860,92925,21,90898,37.65,.,71.434,76.689,93.144,0.235,0.259,70.971,71.891,92.618,93.634,6.545,22.021,0.262,0.034,6.044,7.072,21.954,22.087,22,0.23311,0.05255
0,4860,92925,22,90898,37.65,.,70.116,75.389,93.005,0.245,0.325,69.633,70.593,92.339,93.614,6.649,23.236,0.275,0.037,6.123,7.202,23.163,23.308,23,0.24611,0.05273
0,4860,92925,23,90898,37.65,.,68.812,74.066,92.907,0.255,0.345,68.309,69.310,92.199,93.552,6.722,24.466,0.288,0.041,6.171,7.302,24.386,24.546,24,0.25934,0.0525400000000001
0,4860,92925,24,90898,37.65,.,67.448,72.734,92.733,0.266,0.366,66.923,67.967,91.980,93.418,6.850,25.702,0.302,0.044,6.273,7.458,25.615,25.789,25,0.27266,0.05286
0,4860,92925,25,90898,37.65,.,66.296,71.378,92.733,0.276,0.366,65.751,66.834,91.980,93.418,6.850,26.855,0.315,0.048,6.249,7.485,26.760,26.950,26,0.28622,0.0508199999999999
0,4860,92925,26,90898,37.65,.,64.912,69.989,92.733,0.288,0.366,64.344,65.474,91.980,93.418,6.850,28.238,0.331,0.053,6.220,7.517,28.135,28.341,27,0.30011,0.05077
0,4860,92925,27,90898,37.65,.,63.595,68.594,92.712,0.300,0.438,63.004,64.180,91.804,93.523,6.861,29.543,0.346,0.057,6.204,7.561,29.431,29.656,28,0.31406,0.04999
0,4860,92925,28,90898,37.65,.,62.236,67.188,92.630,0.313,0.466,61.619,62.846,91.660,93.490,6.918,30.847,0.363,0.062,6.229,7.652,30.725,30.968,29,0.32812,0.0495200000000001
0,4860,92925,29,90898,37.65,.,60.734,65.744,92.379,0.328,0.498,60.088,61.373,91.340,93.299,7.084,32.182,0.381,0.067,6.361,7.856,32.050,32.314,30,0.34256,0.0501
0,4860,92925,30,90898,37.65,.,59.417,64.309,92.379,0.341,0.498,58.744,60.082,91.340,93.299,7.084,33.500,0.400,0.073,6.328,7.894,33.356,33.643,31,0.35691,0.04892
0,4860,92925,31,90898,37.65,.,58.107,62.889,92.379,0.356,0.498,57.406,58.802,91.340,93.299,7.084,34.809,0.419,0.079,6.293,7.934,34.654,34.963,32,0.37111,0.04782
0,4860,92925,32,90898,37.65,.,56.678,61.437,92.253,0.374,0.608,55.942,57.407,90.970,93.361,7.162,36.160,0.441,0.085,6.331,8.058,35.993,36.327,33,0.38563,0.04759
0,4860,92925,33,90898,37.65,.,55.399,59.972,92.253,0.390,0.608,54.630,56.160,90.970,93.361,7.162,37.439,0.463,0.092,6.291,8.104,37.259,37.620,34,0.40028,0.04573
0,4860,92925,34,90898,37.65,.,53.950,58.490,92.236,0.411,0.703,53.140,54.752,90.735,93.503,7.170,38.880,0.489,0.099,6.252,8.168,38.685,39.075,35,0.4151,0.0454
0,4860,92925,35,90898,37.65,.,52.177,56.995,91.546,0.439,0.771,51.312,53.034,89.900,92.935,7.569,40.255,0.521,0.107,6.589,8.633,40.044,40.465,36,0.43005,0.04818
0,4860,92925,36,90898,37.65,.,50.821,55.453,91.546,0.464,0.771,49.908,51.727,89.900,92.935,7.569,41.610,0.552,0.116,6.533,8.699,41.382,41.838,37,0.44547,0.0463200000000001
0,4860,92925,37,90898,37.65,.,49.562,53.867,91.546,0.491,0.771,48.597,50.520,89.900,92.935,7.569,42.869,0.587,0.126,6.472,8.772,42.622,43.116,38,0.46133,0.04305
0,4860,92925,38,90898,37.65,.,47.864,52.239,91.546,0.535,0.771,46.811,48.908,89.900,92.935,7.569,44.568,0.637,0.137,6.383,8.880,44.299,44.836,39,0.47761,0.04375
0,4860,92925,39,90898,37.65,.,46.709,50.609,91.546,0.578,0.771,45.571,47.838,89.900,92.935,7.569,45.722,0.689,0.149,6.292,8.992,45.430,46.014,40,0.49391,0.039
0,4860,92925,40,90898,37.65,.,45.269,48.950,91.546,0.670,0.771,43.952,46.576,89.900,92.935,7.569,47.163,0.784,0.163,6.128,9.200,46.843,47.481,41,0.5105,0.03681
1975,77,879,0,809,36.95,.,93.684,98.977,94.653,0.856,0.865,91.773,95.163,92.670,96.110,5.320,0.996,0.860,0.004,3.806,7.185,0.987,1.005,1,0.01023,0.0529300000000001
1975,77,879,1,809,36.95,.,91.322,98.126,93.066,0.991,1.010,89.159,93.070,90.790,94.796,6.883,1.795,1.002,0.012,5.093,9.023,1.772,1.818,2,0.01874,0.06804
1975,77,879,2,809,36.95,.,90.075,97.328,92.548,1.053,1.082,87.797,91.948,90.112,94.402,7.390,2.535,1.072,0.020,5.473,9.673,2.496,2.574,3,0.02672,0.07253
1975,77,879,3,809,36.95,.,89.077,96.527,92.282,1.099,1.139,86.713,91.042,89.714,94.229,7.648,3.275,1.125,0.028,5.636,10.046,3.221,3.330,4,0.03473,0.0745
1975,77,879,4,809,36.95,.,88.203,95.724,92.143,1.137,1.188,85.769,90.245,89.456,94.167,7.781,4.015,1.171,0.037,5.692,10.281,3.944,4.088,5,0.04276,0.07521
1975,77,879,5,809,36.95,.,86.578,94.933,91.199,1.202,1.266,84.024,88.751,88.357,93.373,8.681,4.741,1.243,0.046,6.448,11.317,4.652,4.830,6,0.0506699999999999,0.08355
1975,77,879,6,809,36.95,.,85.827,94.153,91.157,1.230,1.306,83.221,88.058,88.215,93.393,8.720,5.452,1.280,0.055,6.426,11.439,5.346,5.560,7,0.0584699999999999,0.0832600000000001
1975,77,879,7,809,36.95,.,84.576,93.341,90.610,1.274,1.365,81.889,86.897,87.544,92.951,9.234,6.190,1.332,0.064,6.839,12.056,6.064,6.317,8,0.0665900000000001,0.08765
1975,77,879,8,809,36.95,.,83.575,92.521,90.331,1.307,1.413,80.827,85.964,87.156,92.753,9.493,6.931,1.374,0.075,7.022,12.403,6.786,7.079,9,0.07479,0.08946
1975,77,879,9,809,36.95,.,82.574,91.649,90.097,1.339,1.461,79.768,85.027,86.812,92.599,9.708,7.718,1.416,0.086,7.162,12.705,7.551,7.888,10,0.08351,0.09075
1975,77,879,10,809,36.95,.,81.947,90.735,90.097,1.358,1.461,79.107,84.439,86.812,92.599,9.708,8.345,1.447,0.098,7.112,12.775,8.155,8.539,11,0.09265,0.08788
1975,77,879,11,809,36.95,.,80.943,89.777,90.097,1.387,1.461,78.050,83.495,86.812,92.599,9.708,9.349,1.487,0.111,7.046,12.867,9.133,9.568,12,0.10223,0.08834
1975,77,879,12,809,36.95,.,79.937,88.779,90.041,1.414,1.593,76.995,82.547,86.416,92.739,9.756,10.307,1.527,0.125,7.028,13.005,10.063,10.554,13,0.11221,0.08842
1975,77,879,13,809,36.95,.,79.055,87.781,90.041,1.437,1.593,76.071,81.713,86.416,92.739,9.756,11.189,1.564,0.140,6.969,13.088,10.917,11.464,14,0.12219,0.08726
1975,77,879,14,809,36.95,.,77.668,86.774,89.507,1.472,1.696,74.623,80.398,85.644,92.376,10.222,12.110,1.610,0.155,7.345,13.643,11.809,12.415,15,0.13226,0.0910599999999999
1975,77,879,15,809,36.95,.,77.037,85.756,89.507,1.487,1.696,73.965,79.798,85.644,92.376,10.222,12.741,1.640,0.170,7.297,13.711,12.410,13.076,16,0.14244,0.0871899999999999
1975,77,879,16,809,36.95,.,75.899,84.705,89.507,1.512,1.696,72.781,78.713,85.644,92.376,10.222,13.879,1.679,0.186,7.234,13.802,13.516,14.247,17,0.15295,0.08806
1975,77,879,17,809,36.95,.,74.503,83.632,89.084,1.542,1.844,71.332,77.380,84.859,92.184,10.573,14.924,1.722,0.203,7.503,14.239,14.528,15.325,18,0.16368,0.09129
1975,77,879,18,809,36.95,.,73.485,82.493,89.081,1.562,1.894,70.278,76.405,84.722,92.252,10.576,15.939,1.760,0.222,7.446,14.327,15.506,16.377,19,0.17507,0.09008
1975,77,879,19,809,36.95,.,71.957,81.307,88.499,1.591,1.957,68.700,74.938,84.014,91.787,11.052,16.991,1.804,0.242,7.833,14.885,16.520,17.468,20,0.18693,0.0935000000000001
1975,77,879,20,809,36.95,.,70.682,80.103,88.238,1.613,2.014,67.387,73.711,83.620,91.620,11.263,18.055,1.844,0.263,7.972,15.179,17.544,18.573,21,0.19897,0.0942099999999999
1975,77,879,21,809,36.95,.,69.533,78.885,88.145,1.632,2.068,66.206,72.602,83.387,91.608,11.337,19.130,1.881,0.284,7.983,15.336,18.577,19.690,22,0.21115,0.09352
1975,77,879,22,809,36.95,.,68.510,77.585,88.145,1.647,2.068,65.157,71.613,83.387,91.608,11.337,20.153,1.919,0.307,7.923,15.422,19.554,20.758,23,0.22415,0.0907499999999999
1975,77,879,23,809,36.95,.,66.847,76.257,87.660,1.670,2.191,63.454,70.002,82.611,91.320,11.708,21.445,1.961,0.332,8.211,15.875,20.798,22.099,24,0.23743,0.0941000000000001
1975,77,879,24,809,36.95,.,64.926,74.866,86.723,1.694,2.263,61.494,68.135,81.547,90.531,12.416,22.658,2.005,0.358,8.821,16.655,21.959,23.363,25,0.25134,0.0994
1975,77,879,25,809,36.95,.,63.773,73.508,86.723,1.707,2.263,60.321,67.012,81.547,90.531,12.416,23.810,2.043,0.384,8.761,16.739,23.061,24.567,26,0.26492,0.0973499999999999
1975,77,879,26,809,36.95,.,62.619,72.094,86.723,1.719,2.263,59.147,65.884,81.547,90.531,12.416,24.965,2.081,0.413,8.700,16.825,24.160,25.778,27,0.27906,0.0947499999999999
1975,77,879,27,809,36.95,.,61.590,70.651,86.723,1.729,2.263,58.104,64.878,81.547,90.531,12.416,25.994,2.118,0.442,8.639,16.911,25.131,26.864,28,0.29349,0.0906099999999999
1975,77,879,28,809,36.95,.,60.430,69.185,86.723,1.739,2.263,56.929,63.743,81.547,90.531,12.416,27.154,2.157,0.473,8.578,16.998,26.230,28.085,29,0.30815,0.08755
1975,77,879,29,809,36.95,.,58.615,67.713,86.563,1.753,2.589,55.093,61.961,80.523,90.836,12.508,28.878,2.195,0.505,8.604,17.173,27.891,29.871,30,0.32287,0.0909799999999999
1975,77,879,30,809,36.95,.,57.570,66.258,86.563,1.761,2.589,54.038,60.935,80.523,90.836,12.508,29.922,2.232,0.537,8.545,17.259,28.873,30.978,31,0.33742,0.08688
1975,77,879,31,809,36.95,.,56.784,64.896,86.563,1.766,2.589,53.245,60.161,80.523,90.836,12.508,30.709,2.268,0.568,8.489,17.339,29.599,31.825,32,0.35104,0.08112
1975,77,879,32,809,36.95,.,55.065,63.542,86.563,1.775,2.589,51.514,58.467,80.523,90.836,12.508,32.428,2.300,0.600,8.438,17.414,31.255,33.605,33,0.36458,0.08477
1975,77,879,33,809,36.95,.,54.398,62.137,86.563,1.779,2.589,50.843,57.810,80.523,90.836,12.508,33.094,2.338,0.633,8.379,17.499,31.856,34.337,34,0.37863,0.07739
1975,77,879,34,809,36.95,.,52.520,60.673,86.562,1.787,2.945,48.957,55.954,79.528,91.310,12.508,34.972,2.371,0.668,8.327,17.577,33.664,36.283,35,0.39327,0.08153
1975,77,879,35,809,36.95,.,50.900,59.168,86.026,1.792,3.028,47.334,54.350,78.817,90.921,12.796,36.304,2.406,0.706,8.547,17.931,34.921,37.687,36,0.40832,0.08268
1975,77,879,36,809,36.95,.,49.951,57.601,86.026,1.794,3.028,46.384,53.409,78.817,90.921,12.796,37.252,2.447,0.745,8.483,18.025,35.792,38.713,37,0.42399,0.0765
1975,77,879,37,809,36.95,.,48.590,56.050,86.026,1.796,3.028,45.025,52.057,78.817,90.921,12.796,38.614,2.484,0.786,8.426,18.110,37.072,40.152,38,0.4395,0.0746
1975,77,879,38,809,36.95,.,46.671,54.482,85.664,1.797,3.298,43.112,50.147,77.726,90.935,12.976,40.353,2.515,0.827,8.546,18.352,38.729,41.971,39,0.45518,0.07811
1975,77,879,39,809,36.95,.,45.141,52.943,85.263,1.796,3.392,41.590,48.622,77.104,90.687,13.191,41.668,2.549,0.869,8.698,18.634,39.961,43.366,40,0.47057,0.07802
1975,77,879,40,809,36.95,.,43.863,51.337,85.263,1.795,3.392,40.320,47.347,77.104,90.687,13.191,42.946,2.588,0.914,8.637,18.723,41.149,44.729,41,0.48663,0.0747400000000001
1976,87,887,0,833,36.65,.,94.114,98.888,95.172,0.816,0.825,92.287,95.519,93.263,96.550,4.801,1.085,0.820,0.005,3.370,6.592,1.076,1.094,1,0.0111199999999999,0.04774
1976,87,887,1,833,36.65,.,91.948,98.029,93.797,0.943,0.962,89.882,93.607,91.607,95.430,6.155,1.897,0.954,0.012,4.465,8.209,1.874,1.921,2,0.01971,0.06081
1976,87,887,2,833,36.65,.,90.620,97.197,93.234,1.011,1.040,88.429,92.415,90.871,95.002,6.705,2.675,1.029,0.020,4.877,8.913,2.637,2.713,3,0.02803,0.06577
1976,87,887,3,833,36.65,.,88.808,96.423,92.103,1.094,1.134,86.462,90.769,89.555,94.050,7.799,3.392,1.118,0.027,5.795,10.177,3.339,3.446,4,0.03577,0.07615
1976,87,887,4,833,36.65,.,87.841,95.636,91.850,1.134,1.186,85.421,89.884,89.182,93.882,8.043,4.116,1.166,0.035,5.953,10.523,4.047,4.186,5,0.04364,0.07795
1976,87,887,5,833,36.65,.,86.875,94.835,91.606,1.172,1.236,84.384,88.994,88.823,93.721,8.274,4.851,1.212,0.044,6.103,10.853,4.765,4.938,6,0.0516500000000001,0.0795999999999999
1976,87,887,6,833,36.65,.,85.304,94.004,90.745,1.229,1.307,82.708,87.540,87.820,92.996,9.087,5.609,1.277,0.054,6.787,11.789,5.504,5.715,7,0.05996,0.087
1976,87,887,7,833,36.65,.,84.819,93.170,90.745,1.246,1.307,82.193,87.089,87.820,92.996,9.087,6.093,1.304,0.064,6.743,11.849,5.969,6.219,8,0.0683,0.08351
1976,87,887,8,833,36.65,.,84.333,92.309,90.745,1.262,1.307,81.676,86.636,87.820,92.996,9.087,6.580,1.331,0.074,6.699,11.910,6.435,6.726,9,0.07691,0.07976
1976,87,887,9,833,36.65,.,83.238,91.410,90.745,1.297,1.307,80.516,85.613,87.820,92.996,9.087,7.675,1.376,0.086,6.626,12.013,7.508,7.844,10,0.0859,0.08172
1976,87,887,10,833,36.65,.,82.020,90.522,90.608,1.334,1.474,79.231,84.472,87.260,93.110,9.202,8.778,1.422,0.097,6.662,12.230,8.588,8.970,11,0.0947799999999999,0.0850200000000001
1976,87,887,11,833,36.65,.,81.532,89.629,90.608,1.349,1.474,78.717,84.013,87.260,93.110,9.202,9.266,1.448,0.109,6.620,12.290,9.053,9.482,12,0.10371,0.0809700000000001
1976,87,887,12,833,36.65,.,80.553,88.694,90.608,1.376,1.474,77.688,83.091,87.260,93.110,9.202,10.245,1.487,0.122,6.558,12.379,10.007,10.486,13,0.11306,0.0814100000000001
1976,87,887,13,833,36.65,.,79.450,87.734,90.558,1.405,1.602,76.532,82.049,86.876,93.247,9.240,11.309,1.528,0.136,6.530,12.510,11.044,11.577,14,0.12266,0.0828399999999999
1976,87,887,14,833,36.65,.,78.592,86.752,90.558,1.427,1.602,75.635,81.236,86.876,93.247,9.240,12.167,1.562,0.150,6.476,12.591,11.875,12.463,15,0.13248,0.0816
1976,87,887,15,833,36.65,.,77.366,85.705,90.270,1.457,1.700,74.356,80.072,86.347,93.111,9.488,13.145,1.605,0.166,6.647,12.927,12.823,13.472,16,0.14295,0.08339
1976,87,887,16,833,36.65,.,76.016,84.643,89.808,1.487,1.757,72.952,78.785,85.765,92.751,9.882,14.102,1.648,0.182,6.956,13.404,13.748,14.460,17,0.15357,0.08627
1976,87,887,17,833,36.65,.,74.416,83.527,89.092,1.520,1.820,71.292,77.256,84.928,92.158,10.484,15.100,1.695,0.199,7.461,14.090,14.712,15.492,18,0.16473,0.09111
1976,87,887,18,833,36.65,.,73.426,82.368,89.092,1.540,1.820,70.268,76.307,84.928,92.158,10.484,16.089,1.732,0.217,7.402,14.174,15.666,16.518,19,0.17632,0.0894199999999999
1976,87,887,19,833,36.65,.,72.806,81.156,89.092,1.552,1.820,69.626,75.712,84.928,92.158,10.484,16.710,1.763,0.237,7.351,14.247,16.248,17.178,20,0.18844,0.0835000000000001
1976,87,887,20,833,36.65,.,72.059,79.899,89.092,1.566,1.820,68.856,74.995,84.928,92.158,10.484,17.456,1.798,0.259,7.297,14.327,16.952,17.967,21,0.20101,0.0784
1976,87,887,21,833,36.65,.,71.437,78.587,89.092,1.577,1.820,68.214,74.396,84.928,92.158,10.484,18.079,1.831,0.282,7.244,14.404,17.530,18.635,22,0.21413,0.0715000000000001
1976,87,887,22,833,36.65,.,69.939,77.191,89.092,1.602,1.820,66.673,72.953,84.928,92.158,10.484,19.576,1.877,0.307,7.173,14.509,18.978,20.182,23,0.22809,0.0725200000000001
1976,87,887,23,833,36.65,.,68.191,75.727,89.092,1.628,1.820,64.879,71.262,84.928,92.158,10.484,21.325,1.924,0.334,7.098,14.620,20.674,21.983,24,0.24273,0.07536
1976,87,887,24,833,36.65,.,66.813,74.281,89.092,1.648,1.820,63.469,69.927,84.928,92.158,10.484,22.702,1.967,0.361,7.033,14.719,21.998,23.414,25,0.25719,0.07468
1976,87,887,25,833,36.65,.,65.809,72.783,89.092,1.661,1.820,62.443,68.951,84.928,92.158,10.484,23.707,2.007,0.390,6.970,14.813,22.946,24.475,26,0.27217,0.06974
1976,87,887,26,833,36.65,.,64.550,71.222,89.092,1.676,1.820,61.159,67.727,84.928,92.158,10.484,24.965,2.050,0.421,6.904,14.914,24.144,25.795,27,0.28778,0.06672
1976,87,887,27,833,36.65,.,63.668,69.671,89.092,1.686,1.820,60.261,66.867,84.928,92.158,10.484,25.848,2.091,0.453,6.842,15.010,24.964,26.740,28,0.30329,0.0600300000000001
1976,87,887,28,833,36.65,.,62.152,68.140,89.092,1.702,1.820,58.720,65.387,84.928,92.158,10.484,27.364,2.133,0.486,6.778,15.110,26.416,28.319,29,0.3186,0.05988
1976,87,887,29,833,36.65,.,60.501,66.543,89.092,1.717,1.820,57.046,63.772,84.928,92.158,10.484,29.015,2.176,0.520,6.713,15.212,27.998,30.038,30,0.33457,0.0604200000000001
1976,87,887,30,833,36.65,.,58.712,64.969,89.092,1.731,1.820,55.235,62.018,84.928,92.158,10.484,30.803,2.218,0.555,6.651,15.311,29.718,31.894,31,0.35031,0.0625699999999999
1976,87,887,31,833,36.65,.,57.428,63.426,89.092,1.741,1.820,53.937,60.756,84.928,92.158,10.484,32.088,2.258,0.590,6.591,15.407,30.934,33.247,32,0.36574,0.0599800000000001
1976,87,887,32,833,36.65,.,55.750,61.860,89.092,1.751,1.820,52.246,59.104,84.928,92.158,10.484,33.766,2.297,0.626,6.532,15.502,32.540,34.995,33,0.3814,0.0611
1976,87,887,33,833,36.65,.,54.192,60.360,89.092,1.759,1.820,50.679,57.567,84.928,92.158,10.484,35.323,2.335,0.662,6.478,15.591,34.027,36.622,34,0.3964,0.06168
1976,87,887,34,833,36.65,.,53.019,58.790,89.092,1.764,1.820,49.500,56.407,84.928,92.158,10.484,36.497,2.375,0.700,6.419,15.687,35.125,37.870,35,0.4121,0.05771
1976,87,887,35,833,36.65,.,50.929,57.179,89.070,1.770,3.095,47.407,54.338,81.182,93.775,10.484,38.587,2.410,0.741,6.367,15.773,37.134,40.036,36,0.42821,0.0625
1976,87,887,36,833,36.65,.,49.489,55.491,89.070,1.772,3.095,45.968,52.908,81.182,93.775,10.484,40.027,2.451,0.784,6.308,15.872,38.489,41.559,37,0.44509,0.06002
1976,87,887,37,833,36.65,.,48.830,53.778,89.070,1.773,3.095,45.310,52.252,81.182,93.775,10.484,40.686,2.500,0.829,6.237,15.990,39.058,42.307,38,0.46222,0.04948
1976,87,887,38,833,36.65,.,47.093,52.031,89.070,1.774,3.095,43.578,50.525,81.182,93.775,10.484,42.423,2.540,0.877,6.180,16.089,40.698,44.135,39,0.47969,0.04938
1976,87,887,39,833,36.65,.,45.728,50.282,89.070,1.774,3.095,42.218,49.165,81.182,93.775,10.484,43.788,2.585,0.926,6.116,16.198,41.964,45.595,40,0.49718,0.04554
1976,87,887,40,833,36.65,.,.,48.515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,0.51485,
1977,98,1019,0,960,35.81,.,93.021,98.897,94.058,0.822,0.832,91.217,94.465,92.193,95.488,5.909,1.070,0.827,0.005,4.430,7.675,1.061,1.079,1,0.0110299999999999,0.0587600000000001
1977,98,1019,1,960,35.81,.,90.622,98.018,92.454,0.941,0.960,88.597,92.304,90.331,94.127,7.488,1.890,0.952,0.012,5.764,9.497,1.866,1.913,2,0.01982,0.07396
1977,98,1019,2,960,35.81,.,89.474,97.234,92.019,0.991,1.019,87.355,91.256,89.766,93.794,7.913,2.613,1.009,0.019,6.085,10.039,2.576,2.651,3,0.0276600000000001,0.0775999999999999
1977,98,1019,3,960,35.81,.,88.325,96.445,91.580,1.037,1.075,86.120,90.199,89.203,93.453,8.338,3.337,1.062,0.027,6.412,10.573,3.285,3.390,4,0.0355500000000001,0.0811999999999999
1977,98,1019,4,960,35.81,.,86.966,95.640,90.931,1.087,1.137,84.668,88.943,88.425,92.916,8.962,4.072,1.120,0.035,6.926,11.311,4.004,4.142,5,0.0436,0.0867400000000001
1977,98,1019,5,960,35.81,.,86.024,94.825,90.718,1.120,1.181,83.665,88.067,88.110,92.778,9.164,4.812,1.160,0.044,7.056,11.600,4.726,4.898,6,0.05175,0.08801
1977,98,1019,6,960,35.81,.,84.871,93.979,90.309,1.158,1.232,82.443,86.991,87.591,92.458,9.550,5.578,1.206,0.053,7.356,12.079,5.475,5.683,7,0.06021,0.09108
1977,98,1019,7,960,35.81,.,83.088,93.123,89.224,1.211,1.301,80.560,85.318,86.373,91.508,10.566,6.346,1.267,0.063,8.246,13.208,6.224,6.470,8,0.06877,0.10035
1977,98,1019,8,960,35.81,.,81.722,92.255,88.582,1.249,1.354,79.124,84.029,85.622,90.965,11.160,7.118,1.314,0.073,8.750,13.894,6.976,7.262,9,0.0774500000000001,0.10533
1977,98,1019,9,960,35.81,.,80.773,91.349,88.422,1.274,1.395,78.130,83.132,85.369,90.873,11.307,7.920,1.349,0.084,8.833,14.115,7.756,8.085,10,0.08651,0.10576
1977,98,1019,10,960,35.81,.,79.716,90.451,88.132,1.301,1.438,77.025,82.129,84.983,90.657,11.571,8.713,1.386,0.095,9.030,14.454,8.527,8.901,11,0.0954900000000001,0.10735
1977,98,1019,11,960,35.81,.,79.186,89.524,88.132,1.313,1.438,76.471,81.626,84.983,90.657,11.571,9.243,1.411,0.107,8.987,14.508,9.034,9.455,12,0.10476,0.10338
1977,98,1019,12,960,35.81,.,77.912,88.553,87.983,1.343,1.516,75.144,80.413,84.647,90.635,11.701,10.387,1.451,0.120,9.046,14.723,10.153,10.625,13,0.11447,0.10641
1977,98,1019,13,960,35.81,.,76.851,87.561,87.769,1.366,1.560,74.041,79.399,84.334,90.493,11.889,11.260,1.486,0.134,9.171,14.985,10.999,11.524,14,0.12439,0.1071
1977,98,1019,14,960,35.81,.,75.895,86.519,87.721,1.385,1.601,73.051,78.485,84.185,90.510,11.931,12.173,1.519,0.149,9.156,15.099,11.884,12.466,15,0.13481,0.10624
1977,98,1019,15,960,35.81,.,74.727,85.440,87.461,1.408,1.648,71.842,77.365,83.820,90.330,12.155,13.119,1.555,0.164,9.313,15.397,12.799,13.442,16,0.1456,0.10713
